timestamp,mission_id,drone_id,altitude_m,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,heading_deg,gps_lat,gps_lon,distance_to_base_m,battery_level_pct,power_consumption_watts,flight_time_s,mission_type,target_type,object_detected,hover_duration_s,camera_active,recording_mode,ambient_temp_C,wind_speed_mps,wind_dir_deg,weather_condition,region_type,proximity_to_restricted_zone_m,detected_object_count,average_object_size_px,thermal_signature_intensity,detection_confidence_avg,surveillance_pattern,accel_mag,vel_mag,accel_mean,accel_std,accel_rms,vel_mean,vel_std,vel_rms,time,accel_x_smooth,vel_fault,accel_fault,anomaly_score,fault,pred,test_pred,health_score,alert,status,health_smooth,anomaly_score_noisy,status_binary,anomaly_probability,prediction_label,actual,predicted,prediction,severity,health_status
2021-01-01 02:30:00,MSN1520,DR2,31,-1.629709435759651,-0.6804051208986005,1.9467302468743808,-0.9376036662672288,3.4015001760428807,-1.4851289314691476,27,32.493024367627754,73.0826845627759,1138,15,151.78693039652194,4407,Scan,Human,0,1,1,RGB,27.255827698504184,4.655614354775544,166,Fog,Urban,285,2,85.25882599405297,161.62216354743728,0.556972121133239,Hover,3.82817345815262,2.6284334930990108,1.870394455573396,0.9086506661549092,2.210196976568996,4.702628769461237,1.7159073223475745,1.5175267847877425,2021-01-01 02:30:00,,1,1,0.6701321201973823,1,0,1,32.98678798026177,⚠️ WARNING,WARNING,,5.701585701705214,ANOMALY,0.3,ANOMALY,ANOMALY,ANOMALY,NORMAL,WARNING, MODERATE
2021-01-01 02:45:00,MSN1488,DR2,115,1.7408999488991168,-1.5921492075975103,0.2461208384071626,-0.4727929959001664,0.7051807192160946,0.7336951661706057,132,32.39780451523178,72.55446321570997,220,12,131.10593367421012,523,Track,Human,1,9,0,RGB,26.938285709842475,3.756859942181304,195,Clear,Urban,231,3,54.93568756002442,91.14282226773142,0.919576951431818,Hover,1.122105904355064,2.3719711630685083,1.8225033500524872,0.9366162642774792,0.6478481459386646,4.327871895422827,1.780104304690267,1.369458189507633,2021-01-01 02:45:00,,1,0,0.8609172001967811,1,1,1,13.908279980321892,🚨 CRITICAL ALERT,NORMAL,,3.369726940429282,NORMAL,0.12,NORMAL,NORMAL,ANOMALY,ANOMALY,CRITICAL, POOR
2021-01-01 03:00:00,MSN2535,DR8,98,1.1526676628836738,2.799706152615763,-4.830887113554261,-1.2251129897502515,1.161235033693597,0.0037327207054518,15,32.388759613354466,72.28869575915938,534,62,128.73741276100566,2291,Patrol,Structure,0,11,1,RGB,25.507339335944103,2.883197422277496,302,Cloudy,Urban,477,3,80.60077594152709,125.97337665175056,0.7482397423770893,Patrol,1.6880114260087324,5.7012689452399,1.818435257510309,0.9371571858541796,0.9745738512013056,4.577599837118308,1.780087683634335,3.2916291602567105,2021-01-01 03:00:00,,1,0,0.1152137036192682,0,0,1,88.47862963807319,✅ NORMAL,WARNING,,8.098409743476523,ANOMALY,0.18,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 03:15:00,MSN4582,DR4,44,0.9548146598522224,0.6141294929081564,-0.203835506260939,1.602825034683136,-1.886212091794192,-0.1547086945949136,106,31.59629982329704,73.16892566534287,577,49,170.3541555564378,1218,Patrol,Vehicle,0,9,1,Thermal,22.14980495638867,1.9389696854142304,268,Clear,Rural,531,0,61.1349008648034,143.14884981270893,0.6886818771550518,Patrol,2.480076395440447,1.153418823472635,1.8627090637046453,0.958854702152452,1.4318727745183788,4.396858733629598,2.035867449241592,0.6659266682203073,2021-01-01 03:15:00,,1,0,0.6663102958815382,0,0,1,33.36897041184618,⚠️ WARNING,NORMAL,,3.5925880611336933,NORMAL,0.15,NORMAL,NORMAL,ANOMALY,NORMAL,WARNING, MODERATE
2021-01-01 03:30:00,MSN4811,DR10,42,2.691377077050757,-5.32938843151288,0.5162473750735156,-0.2125809231799552,-0.9626042439868548,-2.019225972823448,38,31.88513296681711,73.64147884854341,318,53,174.20795912607883,930,Patrol,Vehicle,1,0,1,Night Vision,18.486955758121265,1.9336733775599464,135,Rain,Urban,209,0,128.95942303638145,160.76446350572735,0.5766781254785999,Patrol,2.2470138203327426,5.99269580214847,1.7988324164674598,0.9027633013448624,1.2973140340419185,4.348171011958926,1.985729607051678,3.459884534541959,2021-01-01 03:30:00,,1,0,0.0777972491551658,0,0,1,92.22027508448342,✅ NORMAL,WARNING,,8.47879522568758,ANOMALY,0.2,ANOMALY,ANOMALY,ANOMALY,NORMAL,NORMAL, GOOD
2021-01-01 03:45:00,MSN9279,DR6,42,-3.465330557240867,0.0365532567623902,2.5396841726066146,-1.430091562138986,-0.9299901162993088,2.0025649228601394,151,32.53781125871915,73.075053022609,304,37,92.18257813715115,2104,Scan,Vehicle,0,3,1,RGB,25.76776809205326,1.804350804578461,25,Clear,Urban,584,0,95.03704077729728,123.95643649222936,0.6249597808196503,Circle,2.6306481640054726,4.2964924890095855,1.9339598445716564,0.9173827661013128,1.5188054256317542,4.495324413744759,1.9135206540006453,2.4805810951008893,2021-01-01 03:45:00,,1,0,0.1198068799986159,0,0,1,88.0193120001384,✅ NORMAL,WARNING,,6.267438429245444,ANOMALY,0.2,ANOMALY,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 04:00:00,MSN1434,DR3,50,6.147577872594285,-4.851798377819517,-0.8056569511880386,0.632138666687073,-0.2976401685962699,0.3378120275810128,130,31.955436620702404,72.8742141459543,674,50,212.8277519764231,3140,Circle,Human,0,20,1,RGB,27.44801487443896,1.2138555594511948,333,Clear,Coastal,183,2,101.2124285391474,149.39197746636003,0.8393715652625613,Patrol,0.7760837131787532,7.872848551929636,1.9303247937694024,0.9223789009155156,0.4480721407174374,4.642888105978767,2.1220219793906687,4.5453912307457305,2021-01-01 04:00:00,,1,0,0.033067319425683,0,0,1,96.69326805743172,✅ NORMAL,WARNING,,9.49619470304225,ANOMALY,0.12,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, GOOD
2021-01-01 04:15:00,MSN4257,DR7,68,-5.037869711630213,-2.808621698735444,-0.758063497702989,-2.6608217822626723,-1.6101358293781012,-0.1120295317735397,155,32.90280206696365,72.76753909214356,1211,18,123.73219358649251,2609,Patrol,Human,0,27,0,RGB,22.445162056529448,2.766518814848961,111,Clear,Forest,137,1,67.46305077112196,96.18202351500234,0.7827614885431358,Scan,3.112082994073264,5.817486342443646,2.1531526778980075,0.9105474460893392,1.7967619543686553,4.829168703442248,2.136607956693916,3.35872730581681,2021-01-01 04:15:00,,1,1,0.033386863084182,1,0,1,96.6613136915818,✅ NORMAL,WARNING,,8.718061106700365,ANOMALY,0.26,ANOMALY,ANOMALY,ANOMALY,NORMAL,NORMAL, GOOD
2021-01-01 04:30:00,MSN9928,DR7,60,-3.9759265693370143,-4.352351334569431,1.0040706962468184,0.4249663797630408,-0.9705898017467296,0.7125903946001164,68,32.04872282687096,72.68850651211811,1664,30,145.42082387093458,2724,Scan,Human,0,8,0,RGB,21.71436907785648,1.0131120046866744,33,Cloudy,Rural,392,2,102.05339799624178,110.68053735822365,0.9459476101533144,Patrol,1.2768813796355598,5.979892322387576,2.099108686881061,0.9479645446662176,0.7372078082558111,4.778004485073876,2.0981571029650823,3.452492442055444,2021-01-01 04:30:00,,1,0,0.0233938970646297,0,0,1,97.66061029353703,✅ NORMAL,WARNING,,6.352381571465882,ANOMALY,0.11,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, GOOD
2021-01-01 04:45:00,MSN7873,DR9,49,1.1189226546194926,-1.0817728712448988,0.1898523504001844,0.7391693801605328,-0.5324738269303813,0.6373567966662173,191,31.79723945104901,73.71703018132774,1077,16,207.787352835479,1230,Track,Human,0,23,1,RGB,25.43125801107678,3.732859597341721,257,Clear,Urban,350,1,86.89531328043495,146.9870466040516,0.3277168762508767,Hover,1.1118108810357157,1.5678853168949058,2.027288813621837,0.996577069871875,0.6419043114539252,4.338239324969387,2.2750107910095667,0.9052190097677356,2021-01-01 04:45:00,-0.1241181845626754,1,0,0.8622152930011684,1,1,1,13.778470699883162,🚨 CRITICAL ALERT,NORMAL,,1.928788842198613,NORMAL,0.12,NORMAL,NORMAL,ANOMALY,ANOMALY,CRITICAL, POOR
2021-01-01 05:00:00,MSN4611,DR1,75,-3.263652595369129,1.9554226203502787,-2.410329634652694,-1.7272643044238585,0.6213051981000878,0.2519792517848407,160,32.769422600981954,72.4487391050521,1248,29,119.88442286056312,4082,Track,Human,1,1,1,RGB,27.10352926253492,3.246991544991995,255,Clear,Urban,111,3,63.40182670398244,107.08354491799764,0.4965685387956997,Patrol,1.8528237017733429,4.503864433475123,1.829753837983909,0.7699599276796802,1.0697282629797584,4.525782419006998,2.1942687586211536,2.6003073430604435,2021-01-01 05:00:00,-0.2046454955981894,1,0,0.2736699193963404,0,0,1,72.63300806036595,✅ NORMAL,WARNING,,6.231391062949412,ANOMALY,0.19,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 05:15:00,MSN8359,DR6,39,0.1497022054756123,2.7501874022622017,0.9370710055467504,0.532395252302865,-1.341519599812441,0.7773454945769879,302,31.62631707654134,72.13855365408712,183,60,169.88103898200526,847,Patrol,Human,0,7,1,RGB,34.09307586881225,4.137568236131667,303,Cloudy,Urban,225,2,34.30225109769411,89.76501635938193,0.7278567463832748,Patrol,1.639324726616025,2.9093029349523536,1.8814757202100056,0.7336583165941283,0.9464645722009716,4.579515596195384,2.141613330552512,1.6796868326489096,2021-01-01 05:15:00,-0.153453555589509,1,0,0.7928867382181768,0,1,1,20.71132617818232,🚨 CRITICAL ALERT,NORMAL,,4.762066341215033,NORMAL,0.16,NORMAL,NORMAL,ANOMALY,ANOMALY,WARNING, MODERATE
2021-01-01 05:30:00,MSN5557,DR1,50,-2.1764335738771003,4.3035466410905165,1.1081531915470058,0.4482492858207327,0.1319159564359275,-1.0822003465506689,96,31.78702945301067,72.35823703181279,213,8,171.40919805267708,2623,Patrol,Human,1,7,1,RGB,22.7605709408246,3.923043318726705,65,Clear,Coastal,61,2,57.63648853622627,182.7545162290805,0.5730189547801481,Track,1.1787649604037227,4.948270434149364,1.8305510736495043,0.7655594549894126,0.6805602672003879,4.50421574508633,2.110806001851042,2.856885267179201,2021-01-01 05:30:00,-0.1515498170121695,1,0,0.1665879346627579,1,0,1,83.3412065337242,✅ NORMAL,WARNING,,6.426863453973882,ANOMALY,0.08,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 05:45:00,MSN1106,DR7,55,1.5221671159277217,1.5774279663776234,0.4008424228802365,-1.2666739069260131,0.4087724970535057,-1.1050800314363731,357,32.41574261460081,72.0892619720546,1842,47,139.12330371116528,1281,Patrol,Vehicle,0,27,1,RGB,19.075467372470527,1.3962323501885572,121,Fog,Urban,501,0,93.79584742951252,92.07927333085976,0.3583479619725068,Hover,1.729959426320162,2.228440343806058,1.755539376737476,0.7308062139583897,0.998792540473076,4.611717897119672,1.9417994042557536,1.2865906323694498,2021-01-01 05:45:00,-0.2375927891666804,1,0,0.8533437196606029,0,1,1,14.665628033939717,🚨 CRITICAL ALERT,NORMAL,,4.009896890025543,NORMAL,0.12,NORMAL,NORMAL,ANOMALY,ANOMALY,CRITICAL, POOR
2021-01-01 06:00:00,MSN3615,DR6,62,-0.1131508711571968,-1.3746830426686176,-0.9141776724899032,0.1606599676893091,0.8722693506216166,-0.1695393506015468,350,32.60748235488905,73.87665002834515,1447,76,169.7822075131494,1115,Scan,Human,1,33,0,RGB,20.069807238795818,2.597310326996466,124,Cloudy,Urban,589,0,66.44354331117535,107.21583627672774,0.620729678423112,Patrol,0.9030000202957807,1.6547741248651846,1.6211379967337798,0.7536089773990167,0.5213473047960067,4.177925729391343,2.07872622289026,0.9553842864389416,2021-01-01 06:00:00,-0.1940169823362397,1,0,0.8625743072242166,0,1,1,13.742569277578342,🚨 CRITICAL ALERT,NORMAL,,2.813127457247792,NORMAL,0.11,NORMAL,NORMAL,ANOMALY,ANOMALY,CRITICAL, POOR
2021-01-01 06:15:00,MSN7924,DR8,93,-1.7297139096411414,4.471400336264453,-0.4234602199675907,1.6827936180555272,-0.9683859578827914,-0.363733299818649,82,32.07796995313967,73.45896522546573,768,22,137.45844623053512,2251,Patrol,Structure,1,14,0,RGB,20.058890639245465,5.267028749601826,217,Rain,Forest,541,0,93.76946580027035,154.37965578420187,0.5144235347262859,Patrol,1.975314566794349,4.812966832863791,1.5556046370126675,0.6810712534055863,1.1404483968729062,4.229573163776764,2.088393027596195,2.77876769655465,2021-01-01 06:15:00,-0.1383780098566854,1,0,0.1387365525073324,0,0,1,86.12634474926676,✅ NORMAL,WARNING,,6.937019004154211,ANOMALY,0.17,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 06:30:00,MSN6574,DR1,43,-0.0766040182194688,-0.4921543424558893,-1.328279532873051,0.2436364282263057,-1.5885190027166278,0.9709969900583004,112,32.631189347135795,73.66677075900613,665,14,200.37358250846503,553,Patrol,Structure,0,51,0,RGB,32.785590141325784,2.693317726259142,272,Clear,Forest,384,2,61.93873607201936,163.35933650186274,0.4005855925169088,Scan,1.877654517171085,1.4185945826257085,1.6657617174119008,0.6279985758063689,1.0840643409338429,3.58414776684637,1.817045053534068,0.8190259641498976,2021-01-01 06:30:00,-0.1597788579700671,1,0,0.831980187129914,1,1,1,16.801981287008605,🚨 CRITICAL ALERT,NORMAL,,3.899117604359171,NORMAL,0.19,NORMAL,NORMAL,ANOMALY,ANOMALY,CRITICAL, POOR
2021-01-01 06:45:00,MSN5552,DR8,67,6.073973178190448,2.6863613369206423,2.167023298701474,-0.5911677390363506,1.3966244826053773,0.6357856262885414,188,31.626412994737866,73.67435462584977,125,69,157.8261843551744,4001,Patrol,Human,1,6,1,Thermal,20.787393151594426,3.7558242712878815,283,Clear,Forest,125,1,66.23904717763266,112.8266725018893,0.3068717530906866,Patrol,1.6444642299804522,6.986106024030415,1.5189998410026193,0.3715818684891892,0.9494318658519248,3.701009735005047,2.004545560400889,4.033430193561226,2021-01-01 06:45:00,-0.1811582520136856,1,0,0.1322134348610117,0,0,1,86.77865651389884,✅ NORMAL,WARNING,,8.763453954233299,ANOMALY,0.18,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 07:00:00,MSN3547,DR2,74,-0.2546281697495511,3.918025449632019,2.386294863464941,-0.2427704786481792,-1.2745188478960354,-1.041056763336345,163,32.10631768886758,72.02136991491516,340,57,140.15893807925235,604,Return,Human,0,26,1,RGB,29.885982621776822,6.878157105420087,99,Clear,Urban,372,2,73.1523794707398,160.58621799808057,0.9988328806288612,Patrol,1.6634707642257047,4.594579643905778,1.557658779461634,0.3636181036936132,0.9604052935147832,3.5624784671568674,1.8731161898708784,2.652681794222176,2021-01-01 07:00:00,-0.2244066292642991,1,0,0.1918157629619915,0,0,1,80.81842370380085,✅ NORMAL,WARNING,,6.669226779149804,ANOMALY,0.18,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 07:15:00,MSN4527,DR3,33,-4.181193581302137,-1.657196306730982,-1.825473662181349,-0.7533060593946499,-0.1677240749006557,-0.5598302413756387,131,32.34109464520056,72.11092699500266,415,9,209.45096590124345,2357,Scan,Vehicle,1,17,1,RGB,11.15379412132417,0.9003392598533138,203,Clear,Coastal,118,1,76.92753837111199,120.94715766057588,0.5702047860326838,Patrol,0.9534208323613884,4.853970895533139,1.541819774594201,0.3878398202346569,0.5504577742148445,3.891087025020691,1.7697078654485905,2.8024414031746665,2021-01-01 07:15:00,-0.2526676197269895,1,0,0.1720421225904305,1,0,1,82.79578774095695,✅ NORMAL,WARNING,,6.022878213774539,ANOMALY,0.1,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 07:30:00,MSN6514,DR7,75,-5.450201758117859,2.9726839282694786,-0.4428575262196249,-0.1033047716863969,-0.0667488809176053,-0.635257995081914,255,32.849921462496155,72.99678846170592,1856,8,147.24553979416552,1257,Circle,Unknown,1,10,1,Thermal,24.973571882570656,2.994688759332445,188,Cloudy,Urban,449,2,93.2967755513136,109.54898902096376,0.3563141954234039,Hover,0.6470548734631587,6.223959489755057,1.4212428917631827,0.4609495603015347,0.3735773053744139,4.063096530648684,1.9136271100079163,3.593404686835408,2021-01-01 07:30:00,-0.2109526749979478,1,0,0.0783378048646202,1,0,1,92.16621951353798,✅ NORMAL,WARNING,,6.109102771257126,ANOMALY,0.11,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, GOOD
2021-01-01 07:45:00,MSN2674,DR2,41,-2.031554230524163,2.3020184066876896,-2.3788657110955684,0.2487206261227425,-2.1141413040617016,-1.2274965431570335,307,32.7627888846831,72.3210499068361,1470,72,119.719889630758,3485,Patrol,Structure,0,16,0,RGB,29.32510246322504,4.136710493986148,319,Cloudy,Rural,961,0,85.30747489581573,80.34665431451656,0.3001254372874983,Patrol,2.457275557779605,3.884006102945228,1.5030379748795408,0.5648175827861787,1.4187087047571427,4.1605668474479724,1.8727148308351955,2.242431969069577,2021-01-01 07:45:00,-0.1748769938968024,1,0,0.4751603280996141,0,0,1,52.48396719003858,✅ NORMAL,WARNING,,6.554760729909334,ANOMALY,0.25,ANOMALY,ANOMALY,ANOMALY,NORMAL,NORMAL, MODERATE
2021-01-01 08:00:00,MSN2519,DR3,34,0.7326938667897751,1.3461692274320742,0.7592376831921912,-1.1459409193851413,-0.90443460736426,0.9610728686387086,103,32.65930803147442,73.79124701694624,1398,11,184.22440012681443,385,Patrol,Structure,1,11,0,RGB,29.644039356531493,3.979805993031704,13,Clear,Urban,185,2,123.78342650701254,80.1738529605563,0.5968737079703409,Scan,1.7478110906367548,1.7103957877916638,1.559942587902844,0.5571305110281849,1.0090992036717437,3.836779382812202,1.99716536891647,0.9874974685023192,2021-01-01 08:00:00,-0.1709183903785469,1,0,0.8531906957129016,1,1,1,14.680930428709836,🚨 CRITICAL ALERT,NORMAL,,3.82497133165775,NORMAL,0.19,NORMAL,NORMAL,ANOMALY,ANOMALY,CRITICAL, POOR
2021-01-01 08:15:00,MSN7224,DR3,112,4.365070714072198,6.364713430119951,1.1311081714161286,1.26513305835449,0.3560802803969204,-0.7888261336550713,342,31.85873106460017,73.22163687259862,809,76,88.23805966137775,1604,Patrol,Human,0,4,1,Thermal,23.39565886633508,2.815081335856463,275,Clear,Urban,564,2,82.82828056038595,145.3327023582577,0.8108454458085776,Circle,1.532840986719152,7.800181092887804,1.540230743942743,0.55392467000737,0.8849861563071939,4.393953457720377,2.258696643610955,4.503436653706603,2021-01-01 08:15:00,-0.1878029891949792,1,0,0.012950384024427,0,0,1,98.7049615975573,✅ NORMAL,WARNING,,9.501627435933086,ANOMALY,0.16,NORMAL,ANOMALY,ANOMALY,NORMAL,NORMAL, GOOD
2021-01-01 08:30:00,MSN2584,DR9,114,2.669594720921407,-0.5940127233921966,0.0387556719926699,-1.014232357689383,1.4242124257297162,-1.4197105645440504,210,32.87169108378638,72.579401766079,641,15,155.29337048857343,1409,Patrol,Human,1,29,1,Thermal,21.02045623486703,3.843529217451497,193,Fog,Urban,3,0,96.16777024118105,115.04014488434426,0.5027514830854267,Circle,2.252249186050485,2.7351579646585065,1.6751556605182134,0.5457261010187245,1.300336673848363,4.501991841699709,2.135602202264874,1.5791441871717375,2021-01-01 08:30:00,-0.2278855609204506,1,0,0.6649871374551709,1,0,1,33.501286254482906,⚠️ WARNING,WARNING,,5.2634438265289365,ANOMALY,0.18,NORMAL,ANOMALY,ANOMALY,NORMAL,WARNING, MODERATE
